band;album;song;aggregated_word;source;word;count
Die Toten Hosen;Opium fürs Volk;Und wir leben;asshole;static;ass;1
Die Toten Hosen;Opium fürs Volk;Viva la Revolution;asshole;static;ass;2
Die Toten Hosen;Opium fürs Volk;Viva la Revolution;shit;llm;shit;1
Die Toten Hosen;Opium fürs Volk;XTC;asshole;static;ass;1
Die Toten Hosen;Opium fürs Volk;Zehn kleine Jägermeister;asshole;static;ass;3
Die Toten Hosen;Opium fürs Volk;Zehn kleine Jägermeister;damn;llm;damn;1
Die Toten Hosen;Unsterblich;Alles wie immer;asshole;static;ass;4
Die Toten Hosen;Unsterblich;Bayern;asshole;static;ass;2
Die Toten Hosen;Unsterblich;Bayern;shit;llm;Scheißverein;1
Die Toten Hosen;Unsterblich;Der Mond, der Kühlschrank und ich;asshole;static;ass;1
Die Toten Hosen;Unsterblich;Der Mond, der Kühlschrank und ich;other;llm;schiss;1
Die Toten Hosen;Unsterblich;Der Mond, der Kühlschrank und ich;shit;llm;scheiss;1
Die Toten Hosen;Unsterblich;Die Unendlichkeit;asshole;static;ass;2
Die Toten Hosen;Unsterblich;Entschuldigung, es tut uns leid!;asshole;static;ass;4
Die Toten Hosen;Unsterblich;Helden und Diebe;asshole;static;ass;2
Die Toten Hosen;Unsterblich;König der Blinden;asshole;static;ass;2
Die Toten Hosen;Unsterblich;Lesbische, schwarze Behinderte;asshole;static;ass;3
Die Toten Hosen;Unsterblich;Lesbische, schwarze Behinderte;fuck;llm;Fick;1
Die Toten Hosen;Unsterblich;Lesbische, schwarze Behinderte;other;llm;Brett;1
Die Toten Hosen;Unsterblich;Lesbische, schwarze Behinderte;shit;llm;Scheiße;1
Die Toten Hosen;Unsterblich;Regen;asshole;static;ass;1
Die Toten Hosen;Unsterblich;Schön sein;asshole;static;ass;2
Die Toten Hosen;Unsterblich;Schön sein;shit;llm;Scheiss-Figur;1
Die Toten Hosen;Unsterblich;Sonntag im Zoo;asshole;static;ass;1
Die Toten Hosen;Unsterblich;Unser Haus;asshole;static;ass;1
Die Toten Hosen;Unsterblich;Unsterblich;asshole;static;ass;8
Die Toten Hosen;Unsterblich;Warum werde ich nicht satt?;asshole;static;ass;1
Die Toten Hosen;Unsterblich;Wofür man lebt;asshole;static;ass;3
Die Toten Hosen;Unter falscher Flagge;Betrunken im Dienst;damn;static;hell;1
Die Toten Hosen;Unter falscher Flagge;Der Abt von Andex;asshole;static;ass;5
Die Toten Hosen;Unter falscher Flagge;Im Hafen ist Endstation;asshole;static;ass;1
Die Toten Hosen;Unter falscher Flagge;Liebesspieler;shit;llm;scheiße;1
Die Toten Hosen;Unter falscher Flagge;Sekt oder Selters;asshole;static;ass;1
Die Toten Hosen;Unter falscher Flagge;Sekt oder Selters;damn;static;hell;1
Die Toten Hosen;Unter falscher Flagge;Shake Hands;asshole;static;ass;1
Die Toten Hosen;Unter falscher Flagge;Shake Hands;fuck;llm;ficken;1
Die Toten Hosen;Unter falscher Flagge;Unter falscher Flagge;asshole;static;ass;1
Die Toten Hosen;Unter falscher Flagge;Warten auf Dich;asshole;static;ass;2
Die Toten Hosen;Waiting for Santa Claus;Hark! The Herald Angels Sing;damn;llm;damn;1
Die Toten Hosen;Waiting for Santa Claus;Jingle Bells;fuck;llm;fuck;1
Die Toten Hosen;Waiting for Santa Claus;Stille Nacht, heilige Nacht;asshole;static;ass;1
Die Toten Hosen;Wir warten auf’s Christkind;Alle Jahre wieder;asshole;static;ass;1
Die Toten Hosen;Wir warten auf’s Christkind;Frohes Fest;asshole;static;ass;1
Die Toten Hosen;Wir warten auf’s Christkind;Hark! The Herald Angels Sing;other;llm;hail;1
Die Toten Hosen;Wir warten auf’s Christkind;Stille Nacht, heilige Nacht;asshole;static;ass;1
Die Toten Hosen;Wir warten auf’s Christkind;Weihnachten bei den Brandts;asshole;static;ass;2
Die Toten Hosen;Wir warten auf’s Christkind;Weihnachten bei den Brandts;damn;static;hell;1
Die Toten Hosen;Wir warten auf’s Christkind;Weihnachten bei den Brandts;fuck;llm;fuck;1
Die Toten Hosen;Wir warten auf’s Christkind;Weihnachtsmann vom Dach;shit;llm;shit;1
Die Toten Hosen;Zurück zum Glück;Alles wird vorübergehen;asshole;static;ass;3
Die Toten Hosen;Zurück zum Glück;Am Ende;asshole;static;ass;5
Die Toten Hosen;Zurück zum Glück;Beten;asshole;static;ass;1
Die Toten Hosen;Zurück zum Glück;Die Behauptung;other;llm;kotzen;1
Die Toten Hosen;Zurück zum Glück;Freunde;asshole;static;ass;1
Die Toten Hosen;Zurück zum Glück;Freunde;shit;llm;scheißen;1
Die Toten Hosen;Zurück zum Glück;Goldener Westen;asshole;static;ass;1
Die Toten Hosen;Zurück zum Glück;Herz brennt;asshole;static;ass;4
Die Toten Hosen;Zurück zum Glück;How Do You Feel?;fuck;static;fuck;2
Die Toten Hosen;Zurück zum Glück;Ich bin die Sehnsucht in dir;asshole;static;ass;2
Die Toten Hosen;Zurück zum Glück;Walkampf;other;llm;tierisch;1
Die Toten Hosen;Zurück zum Glück;Wir sind der Weg;fuck;static;kurv;1
Die Toten Hosen;Zurück zum Glück;Wunder;asshole;static;ass;4
Die Toten Hosen;Zurück zum Glück;Zurück zum Glück;asshole;static;ass;1
Die Ärzte;13;Angeber;asshole;static;ass;1
Die Ärzte;13;Angeber;other;llm;fresse;1
Die Ärzte;13;Der Infant;asshole;static;ass;11
Die Ärzte;13;Der Infant;damn;static;hell;2
Die Ärzte;13;Der Infant;fuck;llm;fuck;1
Die Ärzte;13;Der Infant;shit;llm;shit;1
Die Ärzte;13;Ein Lied für dich;asshole;static;ass;2
Die Ärzte;13;Ein Lied für dich;shit;llm;scheiße;1
Die Ärzte;13;Goldenes Handwerk;asshole;static;ass;3
Die Ärzte;13;Grau;asshole;static;ass;1
Die Ärzte;13;Grau;shit;llm;Scheiße;1
Die Ärzte;13;Grotesksong;asshole;static;ass;3
Die Ärzte;13;Grotesksong;bitch;llm;Schlampen;1
Die Ärzte;13;Grotesksong;shit;llm;scheiß;1
Die Ärzte;13;Liebe und Schmerz;asshole;static;ass;2
Die Ärzte;13;Meine Freunde;asshole;static;ass;1
Die Ärzte;13;Meine Freunde;fuck;llm;fuck;1
Die Ärzte;13;Männer sind Schweine;asshole;static;ass;2
Die Ärzte;13;Männer sind Schweine;other;llm;schwein;1
Die Ärzte;13;Nie wieder Krieg, nie mehr Las Vegas!;damn;llm;verdammte;1
Die Ärzte;13;Party stinkt;asshole;static;ass;3
Die Ärzte;13;Party stinkt;other;static;piss;4
Die Ärzte;13;Punk ist …;asshole;static;ass;2
Die Ärzte;13;Punk ist …;fuck;llm;fuck;1
Die Ärzte;13;Punk ist …;other;llm;lecken;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;BGS;asshole;static;ass;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;BGS;other;llm;kaputt;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;BGS;shit;llm;scheiß;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Biergourmet;shit;llm;scheiße;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Bravopunks;fuck;static;fuck;2
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Bullenschwein;other;llm;bullenschwein;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Cops Underwater;asshole;static;ass;5
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Geboren zu verlieren;damn;llm;verdammt;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Geboren zu verlieren;shit;llm;scheiße;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Hass auf Bier;asshole;static;ass;20
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Hass auf Bier;other;static;piss;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;I Hate Hitler;shit;llm;scheiß;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Ich bin ein Punk;fuck;llm;fuck;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Ich bin ein Punk;shit;llm;shit;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Killing Joke;shit;llm;Bullshit;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Knüppelbullendub;fuck;static;fuck;2
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Paul;asshole;static;ass;2
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Paul;bastard;static;debil;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Punkbabies;fuck;llm;fuck;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Punkbabies;shit;llm;shit;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;asshole;llm;cunt;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;bastard;llm;bastard;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;bitch;llm;bitch;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;damn;llm;damn;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;fuck;llm;fuck;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rache;shit;llm;crap;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Rockabilly War;shit;llm;scheiße;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Samen im Darm;fuck;llm;ficken;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Samen im Darm;other;llm;bumsen;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;Samen im Darm;sexual;llm;vögeln;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;That’s Punkrock;fuck;llm;fuck;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;West Berlin;asshole;static;ass;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;asshole;static;ass;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;damn;llm;damn;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;fuck;static;jeb;1
Die Ärzte;5, 6, 7, 8 - Bullenstaat!;’Tschuldigung Bier;shit;llm;shit;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;Bitte bitte;asshole;static;ass;29
Die Ärzte;Das ist nicht die ganze Wahrheit…;Blumen;asshole;static;dick;6
Die Ärzte;Das ist nicht die ganze Wahrheit…;Elke;asshole;static;dick;2
Die Ärzte;Das ist nicht die ganze Wahrheit…;Elke;bitch;llm;bitch;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;Elke;fuck;llm;fuck;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;Elke;shit;llm;shit;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;Gute Zeit;asshole;static;ass;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;Ich will dich;asshole;static;ass;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;Komm zurück;asshole;static;ass;2
Die Ärzte;Das ist nicht die ganze Wahrheit…;Ohne dich;damn;llm;hölle;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;Siegerin;asshole;static;ass;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;Siegerin;hate_conflict;llm;monster;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;♀;asshole;llm;cunt;1
Die Ärzte;Das ist nicht die ganze Wahrheit…;♀;fuck;llm;fuck;1
Die Ärzte;Debil;Claudia hat ’nen Schäferhund;asshole;static;ass;1
Die Ärzte;Debil;Claudia hat ’nen Schäferhund;bastard;static;debil;1
Die Ärzte;Debil;El Cattivo;fuck;llm;fuck;1
Die Ärzte;Debil;El Cattivo;shit;llm;shit;1
Die Ärzte;Debil;Micha;asshole;static;ass;2
Die Ärzte;Debil;Micha;other;llm;tierisch;1
Die Ärzte;Debil;Mr. Sexpistols;asshole;static;pic;1
Die Ärzte;Debil;Mr. Sexpistols;other;llm;dumme alte Kuh;1
Die Ärzte;Debil;Mädchen;asshole;static;ass;1
Die Ärzte;Debil;Mädchen;other;llm;Au!;1
Die Ärzte;Debil;Paul;asshole;static;ass;2
Die Ärzte;Debil;Paul;bastard;static;debil;1
Die Ärzte;Debil;Roter Minirock;asshole;static;ass;7
Die Ärzte;Debil;Scheißtyp;asshole;static;ass;3
Die Ärzte;Debil;Scheißtyp;shit;llm;scheißtyp;1
Die Ärzte;Debil;Zu spät;asshole;static;ass;2
Die Ärzte;Debil;Zu spät;bastard;static;debil;1
Die Ärzte;Die Bestie in Menschengestalt;Deutschrockgirl;fuck;llm;Arschfick;1
Die Ärzte;Die Bestie in Menschengestalt;Die Allerschürfste;asshole;static;ass;1
Die Ärzte;Die Bestie in Menschengestalt;Die Allerschürfste;bitch;llm;bitch;1
Die Ärzte;Die Bestie in Menschengestalt;FaFaFa;asshole;static;ass;2
Die Ärzte;Die Bestie in Menschengestalt;FaFaFa;fuck;llm;fuck;1
Die Ärzte;Die Bestie in Menschengestalt;FaFaFa;other;static;piss;2
Die Ärzte;Die Bestie in Menschengestalt;FaFaFa;shit;llm;shit;1
Die Ärzte;Die Bestie in Menschengestalt;Friedenspanzer;asshole;static;ass;4
Die Ärzte;Die Bestie in Menschengestalt;Für uns;asshole;static;ass;2
Die Ärzte;Die Bestie in Menschengestalt;Gehirn-Stürm;asshole;static;ass;1
Die Ärzte;Die Bestie in Menschengestalt;Gehirn-Stürm;fuck;llm;Mutterficker;1
Die Ärzte;Die Bestie in Menschengestalt;Gehirn-Stürm;other;llm;Drecksau;1
Die Ärzte;Die Bestie in Menschengestalt;Hey Huh (in Scheiben);asshole;static;ass;2
Die Ärzte;Die Bestie in Menschengestalt;Hey Huh (in Scheiben);idiot;llm;Idiot;1
Die Ärzte;Die Bestie in Menschengestalt;Kopfüber in die Hölle;asshole;static;ass;2
Die Ärzte;Die Bestie in Menschengestalt;Kopfüber in die Hölle;other;llm;kotzt;1
Die Ärzte;Die Bestie in Menschengestalt;Lieber Tee;asshole;static;ass;1
Die Ärzte;Die Bestie in Menschengestalt;Mach die Augen zu;asshole;static;ass;4
Die Ärzte;Die Bestie in Menschengestalt;Mit dem Schwert nach Polen, warum René?;asshole;static;ass;1
Die Ärzte;Die Bestie in Menschengestalt;Mit dem Schwert nach Polen, warum René?;damn;static;hell;2
Die Ärzte;Die Bestie in Menschengestalt;Omaboy;asshole;static;ass;1
Die Ärzte;Die Bestie in Menschengestalt;Omaboy;fuck;llm;fuck;1
Die Ärzte;Die Bestie in Menschengestalt;Omaboy;shit;llm;shit;1
Die Ärzte;Die Bestie in Menschengestalt;Quark;asshole;static;ass;2
Die Ärzte;Die Bestie in Menschengestalt;Quark;other;llm;Quark;1
Die Ärzte;Die Bestie in Menschengestalt;Schrei nach Liebe;asshole;static;ass;3
Die Ärzte;Die Bestie in Menschengestalt;Wenn es Abend wird;asshole;static;ass;1
Die Ärzte;Die Ärzte;Alleine in der Nacht;asshole;static;ass;3
Die Ärzte;Die Ärzte;Geschwisterliebe;asshole;static;ass;3
Die Ärzte;Die Ärzte;Geschwisterliebe;fuck;llm;fuck;1
Die Ärzte;Die Ärzte;Geschwisterliebe;shit;llm;shit;1
Die Ärzte;Die Ärzte;Ist das alles?;asshole;static;ass;1
Die Ärzte;Die Ärzte;Jenseits von Eden;asshole;static;ass;2
Die Ärzte;Die Ärzte;Mysteryland;asshole;static;ass;1
Die Ärzte;Die Ärzte;Wie am ersten Tag;asshole;static;ass;10
Die Ärzte;Die Ärzte;Wir werden schön;asshole;static;ass;1
Die Ärzte;Dunkel;Anastasia;asshole;static;ass;6
Die Ärzte;Dunkel;Anastasia;other;llm;Eier;1
Die Ärzte;Dunkel;Besser;damn;static;hell;1
Die Ärzte;Dunkel;Besser;other;llm;Henker;1
Die Ärzte;Dunkel;Danach;asshole;static;ass;5
Die Ärzte;Dunkel;Doof;asshole;static;ass;2
Die Ärzte;Dunkel;Doof;shit;static;shit;2
Die Ärzte;Dunkel;Dunkel;asshole;static;ass;1
Die Ärzte;Dunkel;Dunkel;damn;static;hell;4
Die Ärzte;Dunkel;Erhaben;asshole;static;ass;3
Die Ärzte;Dunkel;KFM;fuck;llm;motherfucker;1
Die Ärzte;Dunkel;Kraft;asshole;static;ass;3
Die Ärzte;Dunkel;Menschen;asshole;llm; arschloch;1
Die Ärzte;Dunkel;Menschen;fuck;llm;fuck;1
Die Ärzte;Dunkel;Nachmittag;asshole;static;ass;4
Die Ärzte;Dunkel;Our Bass Player Hates This Song;asshole;static;ass;4
Die Ärzte;Dunkel;Our Bass Player Hates This Song;bastard;llm;gilipollas;1
Die Ärzte;Dunkel;Our Bass Player Hates This Song;bitch;llm;puta;1
Die Ärzte;Dunkel;Schrei;asshole;static;ass;3
Die Ärzte;Dunkel;Schweigen;asshole;static;ass;3
Die Ärzte;Dunkel;Tristesse;asshole;static;ass;2
Die Ärzte;Dunkel;Wissen;asshole;static;ass;2
Die Ärzte;Geräusch;Als ich den Punk erfand ...;asshole;static;cunt;3
Die Ärzte;Geräusch;Anders als beim letzten Mal;asshole;static;ass;12
Die Ärzte;Geräusch;Anders als beim letzten Mal;other;llm;beschissen;1
Die Ärzte;Geräusch;Anti-Zombie;other;llm;Dummköpfe;1
Die Ärzte;Geräusch;Besserwisserboy;damn;static;hell;1
Die Ärzte;Geräusch;Besserwisserboy;other;llm;Henker;1
Die Ärzte;Geräusch;Deine Schuld;asshole;static;ass;12
Die Ärzte;Geräusch;Der Grund;asshole;static;ass;1
Die Ärzte;Geräusch;Der Tag;asshole;static;ass;1
Die Ärzte;Geräusch;Der Tag;bitch;llm;Zicke;1
Die Ärzte;Geräusch;Der Tag;other;llm;Nervensäge;1
Die Ärzte;Geräusch;Die klügsten Männer der Welt;asshole;static;ass;1
Die Ärzte;Geräusch;Die klügsten Männer der Welt;damn;static;hell;2
Die Ärzte;Geräusch;Dinge von denen;asshole;static;ass;5
Die Ärzte;Geräusch;Dinge von denen;shit;llm;shit;1
Die Ärzte;Geräusch;Ein Mann;asshole;static;ass;1
Die Ärzte;Geräusch;Geisterhaus;asshole;static;ass;1
Die Ärzte;Geräusch;Jag älskar Sverige!;asshole;static;ass;2
Die Ärzte;Geräusch;Jag älskar Sverige!;damn;llm;damn;1
Die Ärzte;Geräusch;NichtWissen;asshole;static;ass;3
Die Ärzte;Geräusch;Nichts in der Welt;asshole;static;ass;5
Die Ärzte;Geräusch;Piercing;damn;llm;damn;1
Die Ärzte;Geräusch;Richtig schön evil;asshole;static;ass;7
Die Ärzte;Geräusch;Richtig schön evil;fuck;static;jeb;1
Die Ärzte;Geräusch;Richtig schön evil;other;llm;dixie;1
Die Ärzte;Geräusch;Ruhig angehn;asshole;static;ass;4
Die Ärzte;Geräusch;Schneller leben;asshole;static;ass;1
Die Ärzte;Geräusch;System;asshole;static;ass;3
Die Ärzte;Geräusch;T-Error;other;llm;Stück;1
Die Ärzte;Geräusch;Unrockbar;asshole;static;ass;1
Die Ärzte;Geräusch;Unrockbar;damn;llm;damn;1
Die Ärzte;Geräusch;Unrockbar;shit;llm;shit;1
Die Ärzte;Geräusch;WAMMW;asshole;static;ass;2
Die Ärzte;Hell;Achtung: Bielefeld;asshole;static;ass;5
Die Ärzte;Hell;Alle auf Brille;asshole;static;ass;11
Die Ärzte;Hell;Alle auf Brille;damn;llm;damn;1
Die Ärzte;Hell;Alle auf Brille;fuck;llm;fucking;1
Die Ärzte;Hell;Clown aus dem Hospiz;asshole;static;ass;3
Die Ärzte;Hell;Das letzte Lied des Sommers;asshole;static;ass;1
Die Ärzte;Hell;Einmal ein Bier;asshole;static;ass;4
Die Ärzte;Hell;Ich, am Strand;asshole;static;pic;1
Die Ärzte;Hell;Ich, am Strand;damn;llm;damn;1
Die Ärzte;Hell;Ich, am Strand;shit;llm;shit;1
Die Ärzte;Hell;Leben vor dem Tod;asshole;static;ass;1
Die Ärzte;Hell;Liebe gegen Rechts;asshole;static;ass;1
Die Ärzte;Hell;Liebe gegen Rechts;shit;static;sra;1
Die Ärzte;Hell;Morgens pauken;asshole;static;ass;3
Die Ärzte;Hell;Morgens pauken;damn;llm;damn;1
Die Ärzte;Hell;Plan B;asshole;static;ass;2
Die Ärzte;Hell;Plan B;fuck;static;fuck;2
Die Ärzte;Hell;Thor;asshole;static;ass;1
Die Ärzte;Hell;Thor;fuck;llm;fuck;1
Die Ärzte;Hell;Thor;shit;llm;shit;1
Die Ärzte;Hell;True Romance;asshole;static;ass;2
Die Ärzte;Hell;True Romance;bitch;llm;bitch;1
Die Ärzte;Hell;True Romance;shit;llm;scheiße;1
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;asshole;static;ass;6
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;damn;llm;damn;1
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;fuck;llm;motherfucker;1
Die Ärzte;Hell;Warum spricht niemand über Gitarristen?;shit;llm;shit;1
Die Ärzte;Hell;Wer verliert, hat schon verloren;asshole;static;ass;2
Die Ärzte;Hell;Woodburger;asshole;static;ass;3
Die Ärzte;Im Schatten der Ärzte;Alles;asshole;static;ass;3
Die Ärzte;Im Schatten der Ärzte;Die Antwort bist Du;asshole;static;ass;2
Die Ärzte;Im Schatten der Ärzte;Du willst mich küssen;asshole;static;ass;2
Die Ärzte;Im Schatten der Ärzte;Du willst mich küssen;shit;static;sra;1
Die Ärzte;Im Schatten der Ärzte;Ich weiß nicht (ob es Liebe ist);fuck;llm;fuck;1
Die Ärzte;Im Schatten der Ärzte;Ich weiß nicht (ob es Liebe ist);other;static;piss;1
Die Ärzte;Im Schatten der Ärzte;Ich weiß nicht (ob es Liebe ist);shit;llm;shit;1
Die Ärzte;Im Schatten der Ärzte;Rennen nicht laufen!;asshole;static;ass;1
Die Ärzte;Im Schatten der Ärzte;Wegen dir;asshole;static;ass;2
Die Ärzte;Im Schatten der Ärzte;„Was hat der Junge doch für Nerven“;asshole;static;ass;1
Die Ärzte;Im Schatten der Ärzte;… und es regnet;asshole;static;ass;1
Die Ärzte;Jazz ist anders (Economy);14:53;asshole;static;ass;42
Die Ärzte;Jazz ist anders (Economy);14:53;damn;static;hell;4
Die Ärzte;Jazz ist anders (Economy);14:53;shit;static;sra;1
Die Ärzte;Jazz ist anders (Economy);Brei;asshole;static;ass;1
Die Ärzte;Jazz ist anders (Economy);Himmelbett;asshole;static;dick;3
Die Ärzte;Jazz ist anders (Economy);Himmelbett;bitch;llm;bitch;1
Die Ärzte;Jazz ist anders (Economy);I Can’t Get No Satisfaction;asshole;static;ass;57
Die Ärzte;Jazz ist anders (Economy);I Can’t Get No Satisfaction;bastard;static;bastard;1
Die Ärzte;Jazz ist anders (Economy);Nur einen Gruss;asshole;static;ass;3
Die Ärzte;Jazz ist anders (Economy);Wir lösen uns auf, aber PSSST!!!;asshole;static;ass;51
Die Ärzte;Jazz ist anders (Economy);Wir lösen uns auf, aber PSSST!!!;damn;static;hell;7
Die Ärzte;Jazz ist anders (Economy);Wir lösen uns auf, aber PSSST!!!;shit;static;sra;3
Die Ärzte;Le Frisur;3-Tage-Bart;asshole;static;dick;1
Die Ärzte;Le Frisur;Haar;asshole;static;ass;3
Die Ärzte;Le Frisur;Look, Don’t Touch;asshole;static;ass;3
Die Ärzte;Le Frisur;Mein Baby war beim Frisör;asshole;static;ass;1
Die Ärzte;Le Frisur;Mein Baby war beim Frisör;other;llm;knoten;1
Die Ärzte;Le Frisur;Motherfucker 666;fuck;llm;fuck;1
Die Ärzte;Le Frisur;Motherfucker 666;shit;llm;shit;1
Die Ärzte;Le Frisur;Straight Outta Bückeburg;asshole;static;ass;3
Die Ärzte;Le Frisur;Straight Outta Bückeburg;shit;llm;shit;1
Die Ärzte;Le Frisur;Vokuhila Superstar;asshole;static;ass;3
Die Ärzte;Le Frisur;Vokuhila Superstar;bastard;static;debil;1
Die Ärzte;Le Frisur;Zusammenfassung;asshole;static;ass;1
Die Ärzte;Nummus cecidit;Abends Skanken;asshole;static;ass;1
Die Ärzte;Nummus cecidit;Abends Skanken;damn;llm;damn;1
Die Ärzte;Nummus cecidit;Achtung Billyfeld;asshole;static;ass;6
Die Ärzte;Nummus cecidit;Achtung Billyfeld;other;llm;Alter;1
Die Ärzte;Nummus cecidit;Dünkel;asshole;static;ass;1
Die Ärzte;Nummus cecidit;Dünkel;damn;static;hell;4
Die Ärzte;Nummus cecidit;Krafthaut;other;static;piss;2
Die Ärzte;Nummus cecidit;Leben vor dem Ska;asshole;static;ass;1
Die Ärzte;Nummus cecidit;Menschenbong;asshole;llm;Arschloch;1
Die Ärzte;Nummus cecidit;Rub-A-Dub-Schrei;asshole;static;ass;2
Die Ärzte;Nummus cecidit;Rub-A-Dub-Schrei;damn;llm;damn;1
Die Ärzte;Nummus cecidit;Warum bricht niemand diesen Gitarristen?;asshole;static;ass;1
Die Ärzte;Nummus cecidit;Warum bricht niemand diesen Gitarristen?;other;llm;dämlich;1
Die Ärzte;Nummus cecidit;Woodburger Me Tender;asshole;static;ass;3
Die Ärzte;Nummus cecidit;Woodburger Me Tender;damn;llm;Hölle;1
Die Ärzte;Planet Punk;B.S.L.;asshole;static;dick;6
Die Ärzte;Planet Punk;Der Misanthrop;asshole;static;ass;2
Die Ärzte;Planet Punk;Der Misanthrop;shit;llm;scheißegal;1
Die Ärzte;Planet Punk;Die Banane;asshole;static;ass;3
Die Ärzte;Planet Punk;Die Banane;shit;llm;scheiß;1
Die Ärzte;Planet Punk;Die traurige Ballade von Susi Spakowski;asshole;static;ass;2
Die Ärzte;Planet Punk;Die traurige Ballade von Susi Spakowski;hate_conflict;llm;Abschaum;1
Die Ärzte;Planet Punk;Die traurige Ballade von Susi Spakowski;other;llm;Suff;1
Die Ärzte;Planet Punk;Geh mit mir;asshole;static;ass;2
Die Ärzte;Planet Punk;Hurra;asshole;static;ass;1
Die Ärzte;Planet Punk;Langweilig;asshole;static;ass;4
Die Ärzte;Planet Punk;Langweilig;shit;llm;scheiße;1
Die Ärzte;Planet Punk;Mein Freund Michael;asshole;static;ass;3
Die Ärzte;Planet Punk;Meine Ex(plodierte Freundin);asshole;static;ass;7
Die Ärzte;Planet Punk;Meine Ex(plodierte Freundin);damn;llm;verdammt;1
Die Ärzte;Planet Punk;Meine Ex(plodierte Freundin);shit;llm;scheiß;1
Die Ärzte;Planet Punk;Red mit mir;asshole;static;ass;3
Die Ärzte;Planet Punk;Schunder‐Song;fuck;llm;fuck;1
Die Ärzte;Planet Punk;Schunder‐Song;shit;llm;shit;1
Die Ärzte;Planet Punk;Super drei;asshole;static;ass;1
Die Ärzte;Planet Punk;Super drei;shit;llm;scheiße;1
Die Ärzte;Planet Punk;Trick 17 m. S.;asshole;static;ass;1
Die Ärzte;Planet Punk;Vermissen, Baby;asshole;static;ass;6
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Alles so einfach;asshole;static;ass;2
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Baby;asshole;static;ass;11
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Der Optimist;asshole;static;ass;3
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Dir;damn;static;hell;1
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Ein Sommer nur für mich;asshole;static;ass;1
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Ein Sommer nur für mich;fuck;llm;fuck;1
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Geld;asshole;static;ass;1
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Gib mir Zeit;asshole;static;ass;6
Die Ärzte;Runter mit den Spendierhosen, Unsichtbarer!;Herrliche Jahre;asshole;static;ass;5
